mode	position	offset_bytes	role	avg_cycles	probes
load	75	4800	prefetched	28	16
load	76	4864	cache_miss	263	16
load	77	4928	cache_miss	210	16
load	78	4992	cache_miss	293	16
load	79	5056	cache_miss	450	16
load	80	5120	cache_miss	253	16
load	81	5184	cache_miss	384	16
load	82	5248	cache_miss	261	16
load	83	5312	cache_miss	371	16
load	84	5376	cache_miss	255	16
load	85	5440	cache_miss	259	16
load	86	5504	cache_miss	332	16
load	87	5568	cache_miss	261	16
load	88	5632	cache_miss	254	16
load	89	5696	cache_miss	254	16
load	90	5760	cache_miss	250	16
load	91	5824	cache_miss	254	16
load	92	5888	cache_miss	309	16
load	93	5952	cache_miss	349	16
load	94	6016	cache_miss	290	16
load	95	6080	cache_miss	405	16
load	96	6144	cache_miss	272	16
load	97	6208	cache_miss	304	16
load	98	6272	cache_miss	247	16
load	99	6336	cache_miss	295	16
load	100	6400	cache_miss	315	16
load	101	6464	cache_miss	264	16
load	102	6528	cache_miss	309	16
load	103	6592	cache_miss	262	16
load	104	6656	cache_miss	258	16
load	105	6720	cache_miss	249	16
load	106	6784	cache_miss	250	16
load	107	6848	cache_miss	251	16
load	108	6912	cache_miss	272	16
load	109	6976	cache_miss	368	16
load	110	7040	cache_miss	284	16
load	111	7104	cache_miss	325	16
load	112	7168	cache_miss	238	16
load	113	7232	cache_miss	260	16
load	114	7296	cache_miss	239	16
load	115	7360	cache_miss	326	16
load	116	7424	cache_miss	258	16
load	117	7488	cache_miss	256	16
load	118	7552	cache_miss	300	16
load	119	7616	cache_miss	254	16
load	120	7680	cache_miss	228	16
load	121	7744	cache_miss	227	16
load	122	7808	cache_miss	233	16
load	123	7872	cache_miss	233	16
load	124	7936	cache_miss	266	16
load	125	8000	cache_miss	348	16
load	126	8064	cache_miss	277	16
load	127	8128	cache_miss	346	16
load	128	8192	cache_miss	333	16
load	129	8256	cache_miss	307	16
load	130	8320	cache_miss	265	16
load	131	8384	cache_miss	351	16
load	132	8448	cache_miss	307	16
load	133	8512	cache_miss	258	16
load	134	8576	cache_miss	265	16
load	135	8640	cache_miss	265	16
load	136	8704	cache_miss	264	16
load	137	8768	cache_miss	263	16
load	138	8832	cache_miss	267	16
load	139	8896	cache_miss	265	16
load	140	8960	cache_miss	308	16
load	141	9024	cache_miss	306	16
load	142	9088	cache_miss	294	16
load	143	9152	cache_miss	364	16
load	144	9216	cache_miss	252	16
load	145	9280	cache_miss	404	16
load	146	9344	cache_miss	255	16
load	147	9408	cache_miss	248	16
load	148	9472	cache_miss	262	16
load	149	9536	cache_miss	261	16
load	150	9600	cache_miss	259	16
load	151	9664	cache_miss	261	16
load	152	9728	cache_miss	244	16
load	153	9792	cache_miss	241	16
load	154	9856	cache_miss	239	16
load	155	9920	cache_miss	240	16
load	156	9984	cache_miss	281	16
load	157	10048	cache_miss	337	16
load	158	10112	cache_miss	306	16
load	159	10176	cache_miss	430	16
load	160	10240	cache_miss	486	15
load	161	10304	cache_miss	434	15
load	162	10368	cache_miss	253	15
load	163	10432	cache_miss	357	15
load	164	10496	cache_miss	367	15
load	165	10560	cache_miss	260	15
load	166	10624	cache_miss	406	15
load	167	10688	cache_miss	3326	15
load	168	10752	cache_miss	239	15
load	169	10816	cache_miss	242	15
load	170	10880	cache_miss	241	15
load	171	10944	cache_miss	242	15
load	172	11008	cache_miss	291	15
load	173	11072	cache_miss	284	15
load	174	11136	cache_miss	308	15
load	175	11200	cache_miss	490	15
load	176	11264	cache_miss	258	15
load	177	11328	cache_miss	331	15
load	178	11392	cache_miss	316	15
load	179	11456	cache_miss	332	15
load	180	11520	cache_miss	267	15
load	181	11584	cache_miss	263	15
load	182	11648	cache_miss	390	15
load	183	11712	cache_miss	261	15
load	184	11776	cache_miss	329	15
load	185	11840	cache_miss	264	15
load	186	11904	cache_miss	271	15
load	187	11968	cache_miss	267	15
load	188	12032	cache_miss	300	15
load	189	12096	cache_miss	398	15
load	190	12160	cache_miss	272	15
load	191	12224	cache_miss	400	15
load	192	12288	cache_miss	258	15
load	193	12352	cache_miss	387	15
load	194	12416	cache_miss	239	15
load	195	12480	cache_miss	270	15
load	196	12544	cache_miss	410	15
load	197	12608	cache_miss	260	15
load	198	12672	cache_miss	328	15
load	199	12736	cache_miss	266	15
load	200	12800	cache_miss	248	15
load	201	12864	cache_miss	255	15
load	202	12928	cache_miss	261	15
load	203	12992	cache_miss	252	15
load	204	13056	cache_miss	285	15
load	205	13120	cache_miss	420	15
load	206	13184	cache_miss	318	15
load	207	13248	cache_miss	264	15
load	208	13312	cache_miss	265	15
load	209	13376	cache_miss	295	15
load	210	13440	cache_miss	334	15
load	211	13504	cache_miss	330	15
load	212	13568	cache_miss	386	15
load	213	13632	cache_miss	266	15
load	214	13696	cache_miss	260	15
load	215	13760	cache_miss	259	15
load	216	13824	cache_miss	256	15
load	217	13888	cache_miss	268	15
load	218	13952	cache_miss	242	15
load	219	14016	cache_miss	265	15
load	220	14080	cache_miss	326	15
load	221	14144	cache_miss	364	15
load	222	14208	cache_miss	262	15
load	223	14272	cache_miss	370	15
load	224	14336	cache_miss	263	15
load	225	14400	cache_miss	262	15
load	226	14464	cache_miss	261	15
load	227	14528	cache_miss	383	15
load	228	14592	cache_miss	307	15
load	229	14656	cache_miss	271	15
load	230	14720	cache_miss	266	15
load	231	14784	cache_miss	262	15
load	232	14848	cache_miss	264	15
load	233	14912	cache_miss	258	15
load	234	14976	cache_miss	266	15
load	235	15040	cache_miss	237	15
load	236	15104	cache_miss	293	15
load	237	15168	cache_miss	286	15
load	238	15232	cache_miss	293	15
load	239	15296	cache_miss	355	15
load	240	15360	cache_miss	378	15
load	241	15424	cache_miss	336	15
load	242	15488	cache_miss	378	15
load	243	15552	cache_miss	340	15
load	244	15616	cache_miss	263	15
load	245	15680	cache_miss	266	15
load	246	15744	cache_miss	358	15
load	247	15808	cache_miss	259	15
load	248	15872	cache_miss	252	15
load	249	15936	cache_miss	252	15
load	250	16000	cache_miss	259	15
load	251	16064	cache_miss	248	15
load	252	16128	cache_miss	778	15
load	253	16192	cache_miss	409	15
load	254	16256	cache_miss	305	15
load	255	16320	cache_miss	380	15
sw	0	0	accessed	32	16
sw	1	64	prefetched	32	16
sw	2	128	prefetched	32	16
sw	3	192	cache_miss	349	16
sw	4	256	prefetched	32	16
sw	5	320	accessed	32	16
sw	6	384	prefetched	32	16
sw	7	448	prefetched	32	16
sw	8	512	cache_miss	227	16
sw	9	576	cache_miss	237	16
sw	10	640	accessed	32	16
sw	11	704	prefetched	32	16
sw	12	768	prefetched	33	16
sw	13	832	cache_miss	296	16
sw	14	896	prefetched	46	16
sw	15	960	accessed	32	16
sw	16	1024	prefetched	29	16
sw	17	1088	prefetched	29	16
sw	18	1152	cache_miss	241	16
sw	19	1216	cache_miss	228	16
sw	20	1280	accessed	28	16
sw	21	1344	prefetched	29	16
sw	22	1408	prefetched	29	16
sw	23	1472	cache_miss	246	16
sw	24	1536	prefetched	29	16
sw	25	1600	accessed	28	16
sw	26	1664	prefetched	43	16
sw	27	1728	prefetched	43	16
sw	28	1792	cache_miss	278	16
sw	29	1856	cache_miss	294	16
sw	30	1920	accessed	29	16
sw	31	1984	prefetched	29	16
sw	32	2048	prefetched	42	16
sw	33	2112	cache_miss	283	16
sw	34	2176	prefetched	41	16
sw	35	2240	accessed	28	16
sw	36	2304	prefetched	42	16
sw	37	2368	prefetched	42	16
sw	38	2432	cache_miss	255	16
sw	39	2496	cache_miss	250	16
sw	40	2560	accessed	28	16
sw	41	2624	prefetched	27	16
sw	42	2688	prefetched	27	16
sw	43	2752	cache_miss	241	16
sw	44	2816	prefetched	28	16
sw	45	2880	accessed	28	16
sw	46	2944	prefetched	28	16
sw	47	3008	prefetched	28	16
sw	48	3072	cache_miss	228	16
sw	49	3136	cache_miss	235	16
sw	50	3200	accessed	28	16
sw	51	3264	prefetched	28	16
sw	52	3328	prefetched	42	16
sw	53	3392	cache_miss	253	16
sw	54	3456	prefetched	28	16
sw	55	3520	accessed	28	16
sw	56	3584	prefetched	40	16
sw	57	3648	prefetched	40	16
sw	58	3712	cache_miss	232	16
sw	59	3776	cache_miss	235	16
sw	60	3840	accessed	28	16
sw	61	3904	prefetched	28	16
sw	62	3968	prefetched	28	16
sw	63	4032	prefetched	28	16
sw	64	4096	prefetched	43	16
sw	65	4160	accessed	28	16
sw	66	4224	cache_miss	255	16
sw	67	4288	cache_miss	308	16
sw	68	4352	cache_miss	254	16
sw	69	4416	cache_miss	262	16
sw	70	4480	accessed	28	16
sw	71	4544	prefetched	42	16
sw	72	4608	cache_miss	256	16
sw	73	4672	cache_miss	237	16
sw	74	4736	cache_miss	254	16
sw	75	4800	cache_miss	227	16
sw	76	4864	cache_miss	281	16
sw	77	4928	prefetched	115	16
sw	78	4992	cache_miss	279	16
sw	79	5056	cache_miss	310	16
sw	80	5120	cache_miss	218	16
sw	81	5184	prefetched	79	16
sw	82	5248	cache_miss	236	16
sw	83	5312	cache_miss	261	16
sw	84	5376	cache_miss	255	16
sw	85	5440	cache_miss	128	16
sw	86	5504	cache_miss	229	16
sw	87	5568	cache_miss	228	16
sw	88	5632	cache_miss	214	16
sw	89	5696	cache_miss	248	16
sw	90	5760	cache_miss	245	16
sw	91	5824	cache_miss	247	16
sw	92	5888	cache_miss	297	16
sw	93	5952	cache_miss	372	16
sw	94	6016	cache_miss	276	16
sw	95	6080	cache_miss	325	16
sw	96	6144	cache_miss	235	16
sw	97	6208	cache_miss	420	16
sw	98	6272	cache_miss	269	16
sw	99	6336	cache_miss	286	16
sw	100	6400	cache_miss	256	16
sw	101	6464	cache_miss	259	16
sw	102	6528	cache_miss	254	16
sw	103	6592	cache_miss	254	16
sw	104	6656	cache_miss	247	16
sw	105	6720	cache_miss	245	16
sw	106	6784	cache_miss	251	16
sw	107	6848	cache_miss	242	16
sw	108	6912	cache_miss	297	16
sw	109	6976	cache_miss	350	16
sw	110	7040	cache_miss	282	16
sw	111	7104	cache_miss	454	16
sw	112	7168	cache_miss	290	16
sw	113	7232	cache_miss	349	16
sw	114	7296	cache_miss	272	16
sw	115	7360	cache_miss	431	16
sw	116	7424	cache_miss	253	16
sw	117	7488	cache_miss	254	16
sw	118	7552	cache_miss	293	16
sw	119	7616	cache_miss	256	16
sw	120	7680	cache_miss	240	16
sw	121	7744	cache_miss	258	16
sw	122	7808	cache_miss	232	16
sw	123	7872	cache_miss	254	16
sw	124	7936	cache_miss	256	16
sw	125	8000	cache_miss	598	16
sw	126	8064	cache_miss	264	16
sw	127	8128	cache_miss	462	16
sw	128	8192	cache_miss	278	16
sw	129	8256	cache_miss	268	16
sw	130	8320	cache_miss	268	16
sw	131	8384	cache_miss	303	16
sw	132	8448	cache_miss	267	16
sw	133	8512	cache_miss	263	16
sw	134	8576	cache_miss	261	16
sw	135	8640	cache_miss	264	16
sw	136	8704	cache_miss	263	16
sw	137	8768	cache_miss	262	16
sw	138	8832	cache_miss	268	16
sw	139	8896	cache_miss	263	16
sw	140	8960	cache_miss	292	16
sw	141	9024	cache_miss	345	16
sw	142	9088	cache_miss	310	16
sw	143	9152	cache_miss	445	16
sw	144	9216	cache_miss	278	16
sw	145	9280	cache_miss	368	16
sw	146	9344	cache_miss	345	16
sw	147	9408	cache_miss	429	16
sw	148	9472	cache_miss	307	16
sw	149	9536	cache_miss	259	16
sw	150	9600	cache_miss	261	16
sw	151	9664	cache_miss	262	16
sw	152	9728	cache_miss	239	16
sw	153	9792	cache_miss	236	16
sw	154	9856	cache_miss	242	16
sw	155	9920	cache_miss	241	16
sw	156	9984	cache_miss	305	16
sw	157	10048	cache_miss	509	16
sw	158	10112	cache_miss	303	16
sw	159	10176	cache_miss	409	16
sw	160	10240	cache_miss	263	15
sw	161	10304	cache_miss	481	15
sw	162	10368	cache_miss	255	15
sw	163	10432	cache_miss	391	15
sw	164	10496	cache_miss	266	15
sw	165	10560	cache_miss	261	15
sw	166	10624	cache_miss	258	15
sw	167	10688	cache_miss	262	15
sw	168	10752	cache_miss	241	15
sw	169	10816	cache_miss	238	15
sw	170	10880	cache_miss	237	15
sw	171	10944	cache_miss	236	15
sw	172	11008	cache_miss	287	15
sw	173	11072	cache_miss	340	15
sw	174	11136	cache_miss	279	15
sw	175	11200	cache_miss	459	15
sw	176	11264	cache_miss	242	15
sw	177	11328	cache_miss	360	15
sw	178	11392	cache_miss	269	15
sw	179	11456	cache_miss	321	15
sw	180	11520	cache_miss	260	15
sw	181	11584	cache_miss	341	15
sw	182	11648	cache_miss	263	15
sw	183	11712	cache_miss	266	15
sw	184	11776	cache_miss	265	15
sw	185	11840	cache_miss	263	15
sw	186	11904	cache_miss	261	15
sw	187	11968	cache_miss	264	15
sw	188	12032	cache_miss	301	15
sw	189	12096	cache_miss	262	15
sw	190	12160	cache_miss	298	15
sw	191	12224	cache_miss	389	15
sw	192	12288	cache_miss	345	15
sw	193	12352	cache_miss	266	15
sw	194	12416	cache_miss	280	15
sw	195	12480	cache_miss	299	15
sw	196	12544	cache_miss	260	15
sw	197	12608	cache_miss	259	15
sw	198	12672	cache_miss	318	15
sw	199	12736	cache_miss	268	15
sw	200	12800	cache_miss	240	15
sw	201	12864	cache_miss	243	15
sw	202	12928	cache_miss	234	15
sw	203	12992	cache_miss	244	15
sw	204	13056	cache_miss	293	15
sw	205	13120	cache_miss	303	15
sw	206	13184	cache_miss	292	15
sw	207	13248	cache_miss	434	15
sw	208	13312	cache_miss	268	15
sw	209	13376	cache_miss	386	15
sw	210	13440	cache_miss	269	15
sw	211	13504	cache_miss	458	15
sw	212	13568	cache_miss	307	15
sw	213	13632	cache_miss	263	15
sw	214	13696	cache_miss	259	15
sw	215	13760	cache_miss	264	15
sw	216	13824	cache_miss	257	15
sw	217	13888	cache_miss	257	15
sw	218	13952	cache_miss	258	15
sw	219	14016	cache_miss	258	15
sw	220	14080	cache_miss	316	15
sw	221	14144	cache_miss	434	15
sw	222	14208	cache_miss	278	15
sw	223	14272	cache_miss	333	15
sw	224	14336	cache_miss	273	15
sw	225	14400	cache_miss	271	15
sw	226	14464	cache_miss	237	15
sw	227	14528	cache_miss	481	15
sw	228	14592	cache_miss	260	15
sw	229	14656	cache_miss	262	15
sw	230	14720	cache_miss	258	15
sw	231	14784	cache_miss	266	15
sw	232	14848	cache_miss	258	15
sw	233	14912	cache_miss	258	15
sw	234	14976	cache_miss	258	15
sw	235	15040	cache_miss	257	15
sw	236	15104	cache_miss	263	15
sw	237	15168	cache_miss	406	15
sw	238	15232	cache_miss	303	15
sw	239	15296	cache_miss	398	15
sw	240	15360	cache_miss	243	15
sw	241	15424	cache_miss	490	15
sw	242	15488	cache_miss	249	15
sw	243	15552	cache_miss	333	15
sw	244	15616	cache_miss	262	15
sw	245	15680	cache_miss	263	15
sw	246	15744	cache_miss	410	15
sw	247	15808	cache_miss	259	15
sw	248	15872	cache_miss	244	15
sw	249	15936	cache_miss	235	15
sw	250	16000	cache_miss	239	15
sw	251	16064	cache_miss	236	15
sw	252	16128	cache_miss	261	15
sw	253	16192	cache_miss	393	15
sw	254	16256	cache_miss	285	15
sw	255	16320	cache_miss	523	15
